image_name,camera,captured_at,source_path,selected_path,size_bytes
belen_titan_06_2026-03-17_172904.jpg,06,2026-03-17 17:29:04,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_06_2026-03-17_172904.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_06_2026-03-17_172904.jpg,1028139
belen_titan_07_2026-03-17_172909.jpg,07,2026-03-17 17:29:09,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_07_2026-03-17_172909.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_07_2026-03-17_172909.jpg,1242912
belen_titan_08_2026-03-17_172914.jpg,08,2026-03-17 17:29:14,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_08_2026-03-17_172914.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_08_2026-03-17_172914.jpg,1257294
belen_titan_01_2026-03-17_174346.jpg,01,2026-03-17 17:43:46,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_01_2026-03-17_174346.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_01_2026-03-17_174346.jpg,450806
belen_titan_04_2026-03-18_102128.jpg,04,2026-03-18 10:21:28,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_04_2026-03-18_102128.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_04_2026-03-18_102128.jpg,769233
belen_titan_03_2026-03-18_110623.jpg,03,2026-03-18 11:06:23,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_03_2026-03-18_110623.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_03_2026-03-18_110623.jpg,1030219
belen_titan_05_2026-03-17_174401.jpg,05,2026-03-17 17:44:01,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_05_2026-03-17_174401.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_05_2026-03-17_174401.jpg,1288838
belen_titan_06_2026-03-17_174406.jpg,06,2026-03-17 17:44:06,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_06_2026-03-17_174406.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_06_2026-03-17_174406.jpg,1143648
belen_titan_07_2026-03-17_174411.jpg,07,2026-03-17 17:44:11,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_07_2026-03-17_174411.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_07_2026-03-17_174411.jpg,1211963
belen_titan_08_2026-03-17_174416.jpg,08,2026-03-17 17:44:16,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_08_2026-03-17_174416.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_08_2026-03-17_174416.jpg,1249063
belen_titan_01_2026-03-17_175846.jpg,01,2026-03-17 17:58:46,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_01_2026-03-17_175846.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_01_2026-03-17_175846.jpg,434950
belen_titan_04_2026-03-18_103628.jpg,04,2026-03-18 10:36:28,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_04_2026-03-18_103628.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_04_2026-03-18_103628.jpg,835968
belen_titan_03_2026-03-18_112123.jpg,03,2026-03-18 11:21:23,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_03_2026-03-18_112123.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_03_2026-03-18_112123.jpg,828288
belen_titan_05_2026-03-17_175901.jpg,05,2026-03-17 17:59:01,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_05_2026-03-17_175901.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_05_2026-03-17_175901.jpg,1275450
belen_titan_06_2026-03-17_175906.jpg,06,2026-03-17 17:59:06,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_06_2026-03-17_175906.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_06_2026-03-17_175906.jpg,1139589
belen_titan_07_2026-03-17_175912.jpg,07,2026-03-17 17:59:12,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_07_2026-03-17_175912.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_07_2026-03-17_175912.jpg,1170028
belen_titan_08_2026-03-17_175917.jpg,08,2026-03-17 17:59:17,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_08_2026-03-17_175917.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_08_2026-03-17_175917.jpg,1254365
belen_titan_01_2026-03-17_182556.jpg,01,2026-03-17 18:25:56,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_01_2026-03-17_182556.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_01_2026-03-17_182556.jpg,318326
belen_titan_04_2026-03-18_105128.jpg,04,2026-03-18 10:51:28,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_04_2026-03-18_105128.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_04_2026-03-18_105128.jpg,893877
belen_titan_03_2026-03-18_113624.jpg,03,2026-03-18 11:36:24,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_03_2026-03-18_113624.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_03_2026-03-18_113624.jpg,950773
belen_titan_05_2026-03-17_182611.jpg,05,2026-03-17 18:26:11,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_05_2026-03-17_182611.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_05_2026-03-17_182611.jpg,846308
belen_titan_06_2026-03-17_182616.jpg,06,2026-03-17 18:26:16,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_06_2026-03-17_182616.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_06_2026-03-17_182616.jpg,848080
belen_titan_07_2026-03-17_182622.jpg,07,2026-03-17 18:26:22,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_07_2026-03-17_182622.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_07_2026-03-17_182622.jpg,567704
belen_titan_08_2026-03-17_182627.jpg,08,2026-03-17 18:26:27,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_08_2026-03-17_182627.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_08_2026-03-17_182627.jpg,869046
belen_titan_01_2026-03-17_182755.jpg,01,2026-03-17 18:27:55,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_01_2026-03-17_182755.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_01_2026-03-17_182755.jpg,337764
belen_titan_04_2026-03-18_110628.jpg,04,2026-03-18 11:06:28,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_04_2026-03-18_110628.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_04_2026-03-18_110628.jpg,968150
belen_titan_03_2026-03-18_115123.jpg,03,2026-03-18 11:51:23,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_03_2026-03-18_115123.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_03_2026-03-18_115123.jpg,808524
